Age,Budget (NPR),Duration (days),Activity Preference,Spending Score,Cluster,KMeans_Cluster
30,3987.62,7.4,Relaxation,11.5,1,4
18,10615.0,4.0,Relaxation,32.0,2,3
62,3068.62,4.9,Spiritual,3.6,4,4
26,2748.49,1.9,Adventure,12.2,3,1
24,6067.12,12.8,Adventure,30.1,2,3
53,7329.61,19.1,Relaxation,34.8,2,0
39,3463.74,8.9,Spiritual,19.3,4,4
46,7709.97,10.1,Relaxation,28.9,2,0
33,5067.87,8.4,Cultural,25.5,2,3
34,6476.77,6.7,Adventure,21.0,3,3
47,2643.85,4.9,Cultural,8.0,1,4
18,1570.25,1.4,Cultural,3.6,0,1
44,3081.14,6.8,Relaxation,4.3,1,4
55,7847.6,18.4,Relaxation,33.4,2,0
50,2266.93,28.8,Spiritual,21.0,4,4
51,5724.7,3.4,Adventure,25.9,2,3
39,2388.56,8.7,Relaxation,18.0,1,4
65,2262.67,16.6,Spiritual,12.8,4,4
58,14577.0,39.0,Relaxation,72.4,2,0
27,6568.56,14.0,Adventure,33.0,2,3
54,4332.05,8.7,Cultural,17.3,1,4
19,5787.34,15.1,Adventure,23.0,2,3
23,1556.62,2.4,Cultural,1.0,0,1
75,7074.44,12.1,Relaxation,33.5,2,0
48,2748.43,8.7,Cultural,15.1,1,4
22,4759.74,14.0,Adventure,24.6,3,3
30,4283.56,1.4,Adventure,12.4,3,1
27,3354.99,8.5,Adventure,13.4,3,3
49,2991.67,9.2,Cultural,20.1,1,4
39,3068.56,8.7,Cultural,17.3,1,4
46,3554.46,5.6,Cultural,9.6,1,4
23,520.78,1.9,Cultural,1.0,0,1
27,2714.6,2.5,Adventure,12.1,3,1
26,529.79,6.8,Cultural,7.1,0,1
28,882.68,8.5,Adventure,7.0,0,1
27,803.01,1.7,Adventure,1.0,0,1
20,1649.93,2.3,Adventure,6.6,0,1
24,985.19,1.9,Cultural,1.0,0,1
65,2615.24,22.0,Spiritual,22.6,4,4
52,7012.71,8.9,Relaxation,38.8,2,0
65,5285.01,15.9,Relaxation,25.5,2,0
63,1835.81,22.1,Spiritual,17.9,4,4
26,10671.0,9.0,Relaxation,53.5,2,0
48,3006.45,8.3,Spiritual,9.6,4,4
35,5525.01,12.6,Adventure,21.8,3,3
62,9399.99,18.9,Relaxation,54.6,2,0
18,2085.14,4.5,Adventure,16.2,3,1
45,8029.41,7.3,Adventure,27.4,3,3
21,622.75,2.4,Adventure,3.7,0,1
36,4913.03,11.1,Adventure,22.0,3,3
19,556.01,1.7,Cultural,1.0,0,1
49,8682.44,23.3,Relaxation,50.5,2,0
59,7854.06,21.9,Cultural,35.7,2,0
65,3384.47,17.8,Spiritual,28.8,4,4
75,6740.05,18.3,Cultural,28.8,2,0
24,4605.53,8.4,Relaxation,16.4,1,4
31,2294.64,1.2,Adventure,6.6,3,1
66,8670.3,18.1,Cultural,35.2,2,0
24,4135.82,11.7,Adventure,15.4,3,3
27,527.63,3.2,Adventure,7.9,0,1
44,2856.32,1.0,Spiritual,5.0,4,4
29,5959.86,11.0,Relaxation,30.7,2,3
28,642.85,4.0,Adventure,7.4,0,1
21,682.56,3.3,Adventure,1.6,0,1
55,11258.17,11.0,Relaxation,39.6,2,0
53,3510.76,6.9,Cultural,9.6,1,4
41,9994.4,22.7,Relaxation,49.9,2,0
47,2631.1,7.4,Cultural,8.6,1,4
38,4001.13,10.7,Adventure,16.4,3,3
32,5093.46,11.3,Adventure,23.4,3,3
68,1210.0,6.0,Cultural,6.5,0,4
24,1673.33,3.4,Cultural,6.1,0,1
19,912.64,13.6,Cultural,6.4,0,1
62,7007.44,16.3,Relaxation,34.9,2,0
26,4843.31,12.8,Relaxation,21.3,1,4
55,3979.66,9.0,Cultural,8.3,1,4
18,569.0,1.0,Adventure,7.8,0,1
49,3700.59,9.2,Adventure,7.3,3,3
53,8686.14,13.9,Relaxation,45.1,2,0
43,2172.9,12.2,Adventure,20.5,3,3
20,1456.33,1.3,Adventure,7.2,0,1
55,3565.02,7.8,Relaxation,19.9,1,4
55,3512.15,10.8,Relaxation,13.9,1,4
42,7728.79,12.5,Cultural,40.4,2,0
55,5729.31,18.7,Cultural,36.4,2,0
26,1374.69,1.7,Cultural,11.6,0,1
37,5263.71,10.9,Relaxation,21.9,2,4
28,4896.96,6.8,Adventure,23.3,3,3
46,6845.61,16.7,Relaxation,27.2,2,0
49,4036.73,7.1,Cultural,16.3,1,4
40,5923.06,13.6,Adventure,18.2,3,3
27,1414.35,1.7,Cultural,2.2,0,1
43,6907.87,14.3,Relaxation,33.7,2,0
51,11602.0,34.0,Cultural,52.1,2,0
18,2466.79,1.0,Spiritual,1.0,4,4
27,1381.01,3.1,Adventure,1.0,0,1
20,547.61,4.9,Adventure,7.3,0,1
35,6485.29,11.4,Adventure,23.9,2,3
20,855.57,1.4,Adventure,1.0,0,1
47,4560.22,6.8,Cultural,18.1,1,4
57,3335.5,8.5,Relaxation,20.5,1,4
23,5181.22,2.5,Cultural,23.5,2,3
49,4880.98,3.4,Cultural,17.5,1,4
30,4348.64,9.2,Adventure,16.9,3,3
66,2497.0,16.0,Spiritual,25.2,4,4
26,4307.59,8.2,Relaxation,22.4,1,4
33,5361.49,16.0,Adventure,26.3,3,3
22,1566.66,1.2,Adventure,3.1,0,1
28,3954.09,6.8,Adventure,13.6,3,3
27,2818.09,8.3,Cultural,18.1,1,3
49,5000.38,16.9,Adventure,16.5,2,3
34,2260.11,10.3,Adventure,6.4,3,1
21,10468.0,6.0,Relaxation,45.9,2,0
49,4433.06,14.5,Cultural,26.7,1,3
30,653.03,1.2,Cultural,6.9,0,1
38,4249.98,6.8,Cultural,12.6,1,3
37,4502.51,7.1,Cultural,25.3,1,3
34,4059.14,4.8,Relaxation,19.7,1,4
46,3349.39,9.3,Relaxation,20.9,1,4
24,5616.33,13.1,Adventure,24.7,2,3
42,2876.78,8.5,Relaxation,17.7,1,4
29,5794.08,10.4,Relaxation,21.4,2,3
20,2155.13,3.1,Adventure,3.3,3,1
19,1227.85,12.2,Spiritual,2.2,0,4
19,798.96,4.8,Adventure,11.2,0,1
42,1134.22,1.0,Spiritual,4.2,4,4
38,6027.26,11.6,Adventure,22.4,2,3
50,3167.28,1.3,Spiritual,13.1,4,4
36,5383.91,7.1,Relaxation,11.2,2,4
32,5224.41,3.9,Adventure,20.0,3,3
31,4000.56,13.4,Adventure,19.7,3,3
27,1976.12,3.7,Adventure,8.8,3,1
60,7497.26,15.1,Cultural,31.7,2,0
20,976.25,1.2,Adventure,1.0,0,1
23,632.41,3.0,Cultural,9.3,0,1
48,3408.29,7.6,Cultural,12.9,1,4
29,691.73,9.6,Adventure,6.7,0,1
49,5223.94,5.4,Cultural,18.5,2,3
56,7018.82,11.6,Relaxation,25.9,2,0
35,3538.19,13.4,Adventure,24.9,3,3
19,792.52,2.7,Cultural,2.1,0,1
28,628.76,2.0,Adventure,9.6,0,1
44,1886.13,6.3,Relaxation,3.2,0,4
46,6779.4,7.4,Adventure,24.1,2,3
59,3290.82,13.4,Spiritual,11.9,4,4
27,1788.98,1.1,Adventure,6.6,3,1
63,8589.77,21.7,Cultural,42.1,2,0
19,3927.7,10.6,Adventure,22.9,3,3
52,4170.21,7.6,Relaxation,15.7,1,4
24,3333.98,4.2,Adventure,18.5,3,3
49,3934.71,7.9,Cultural,28.8,1,3
18,9492.0,7.0,Adventure,35.0,2,3
19,4907.26,7.8,Adventure,23.9,3,3
51,3656.99,6.5,Cultural,16.6,1,4
30,2750.59,1.0,Spiritual,12.2,4,4
62,7219.16,14.0,Relaxation,28.3,2,0
57,8352.97,23.1,Relaxation,39.4,2,0
20,1965.08,1.6,Cultural,9.7,0,1
18,1764.67,1.2,Adventure,7.2,0,1
31,3828.5,1.1,Cultural,16.5,1,3
20,3596.77,8.9,Spiritual,21.1,4,4
29,6422.01,11.8,Adventure,33.3,2,3
26,2663.8,6.5,Adventure,2.5,3,1
49,5596.53,6.7,Relaxation,21.8,2,4
56,3968.28,14.4,Cultural,16.3,1,4
23,1449.16,1.1,Cultural,1.0,0,1
24,306.0,2.0,Adventure,8.8,0,1
20,693.86,5.8,Adventure,4.7,0,1
24,1082.64,3.1,Cultural,5.5,0,1
36,3295.53,1.7,Spiritual,11.0,4,4
27,1442.54,2.5,Adventure,11.0,0,1
46,1635.11,14.5,Spiritual,17.3,4,4
31,5380.84,8.6,Adventure,20.1,3,3
31,8009.97,12.5,Adventure,27.1,2,3
46,7414.82,18.8,Relaxation,40.3,2,0
37,5586.79,14.5,Relaxation,20.8,2,4
31,1736.81,1.2,Cultural,13.7,0,1
31,3018.44,3.2,Relaxation,14.8,1,4
57,1506.96,1.0,Spiritual,8.8,4,4
32,1209.0,64.0,Adventure,45.3,0,2
35,5945.05,9.8,Adventure,29.2,3,3
56,3009.13,5.9,Relaxation,14.7,1,4
62,4180.79,14.0,Spiritual,23.7,4,4
31,613.73,4.7,Adventure,10.5,0,1
40,4496.18,10.6,Adventure,19.6,3,3
36,4697.18,11.1,Adventure,20.7,3,3
34,5573.11,11.6,Adventure,26.3,3,3
20,5055.75,11.6,Adventure,25.7,2,3
29,1340.6,3.9,Adventure,12.0,0,1
33,6890.86,15.2,Relaxation,26.4,2,0
40,1816.2,11.4,Relaxation,11.5,0,4
57,4074.73,6.0,Cultural,21.9,1,4
34,6103.11,2.9,Adventure,25.0,3,3
44,3151.08,7.3,Cultural,10.4,1,4
34,3619.1,5.0,Cultural,21.1,1,3
47,3385.39,7.8,Cultural,5.6,1,4
52,9900.15,8.2,Cultural,27.5,2,0
49,3607.33,6.5,Cultural,9.4,1,4
57,4558.2,4.6,Cultural,14.9,1,4
20,9479.0,3.0,Relaxation,30.9,2,3
29,4946.09,7.6,Cultural,20.5,1,3
58,2712.37,9.0,Cultural,16.8,1,4
35,2489.78,6.6,Relaxation,14.2,1,4
31,3837.08,3.1,Spiritual,5.0,4,4
31,613.91,5.4,Adventure,10.4,0,1
26,3159.93,13.3,Adventure,17.0,3,3
30,2792.35,6.4,Spiritual,17.7,4,4
20,1529.98,1.6,Spiritual,7.6,4,4
59,2541.63,5.0,Cultural,9.4,1,4
18,3286.32,12.8,Adventure,17.5,3,3
39,5928.65,11.9,Relaxation,32.3,2,0
27,3436.49,6.9,Cultural,13.9,1,1
27,1321.71,1.3,Adventure,1.0,0,1
28,6688.17,10.3,Relaxation,26.5,2,3
46,3580.63,5.5,Cultural,13.6,1,4
62,2678.08,6.7,Cultural,14.3,1,4
25,3061.68,8.9,Cultural,16.8,1,3
58,5842.84,17.7,Relaxation,29.1,2,0
22,454.0,1.0,Adventure,1.0,0,1
29,943.39,5.5,Cultural,9.5,0,1
35,5472.79,13.8,Adventure,31.9,3,3
36,8153.92,17.8,Cultural,28.5,2,0
53,4327.96,16.6,Relaxation,13.2,1,4
28,659.32,3.7,Adventure,10.8,0,1
18,1121.2,7.9,Adventure,12.4,0,1
62,3914.4,10.4,Cultural,22.2,1,4
23,3610.92,6.2,Cultural,10.0,1,1
45,3678.62,9.5,Cultural,20.2,1,4
23,3097.7,16.4,Adventure,9.9,3,1
18,3336.89,8.8,Relaxation,14.9,1,4
31,2137.0,63.0,Adventure,33.1,3,2
29,1058.88,1.4,Cultural,5.7,0,1
24,5728.15,12.7,Adventure,33.1,2,3
50,2093.97,2.6,Spiritual,12.3,4,4
19,2224.76,10.7,Adventure,9.5,3,1
38,4806.91,13.8,Adventure,20.9,3,3
57,4321.52,8.8,Relaxation,19.6,1,4
58,3613.59,15.1,Spiritual,16.3,4,4
18,755.35,3.3,Adventure,7.3,0,1
42,5320.37,14.4,Relaxation,29.1,2,0
29,2552.74,4.0,Spiritual,4.1,4,4
21,699.27,4.4,Adventure,7.0,0,1
34,2953.09,5.4,Cultural,13.2,1,1
35,4091.34,5.7,Relaxation,22.1,1,4
61,8919.87,14.2,Relaxation,36.9,2,0
32,8563.41,10.1,Adventure,32.2,2,3
38,4710.72,10.4,Adventure,23.5,3,3
56,9622.26,20.2,Relaxation,39.4,2,0
75,4847.8,14.2,Cultural,22.1,1,0
21,2788.01,5.2,Cultural,15.1,1,1
28,4089.6,8.1,Adventure,13.1,3,3
44,6830.04,20.3,Relaxation,32.6,2,0
26,2731.74,5.3,Spiritual,15.4,4,4
26,2711.16,1.2,Adventure,10.7,3,1
25,5371.27,11.4,Adventure,25.7,3,3
27,7002.57,14.6,Adventure,32.4,2,3
46,9285.71,16.7,Relaxation,40.0,2,0
34,2547.67,5.4,Cultural,9.4,1,1
26,4338.18,11.0,Adventure,37.6,3,3
48,2553.27,1.0,Spiritual,5.4,4,4
35,3917.22,14.9,Adventure,32.0,3,3
64,2138.48,6.7,Cultural,3.8,1,4
19,1287.27,3.0,Adventure,10.0,0,1
62,1937.73,9.9,Spiritual,18.0,4,4
29,961.88,5.1,Cultural,8.2,0,1
34,3021.87,6.6,Cultural,31.7,1,3
24,521.51,1.6,Adventure,10.0,0,1
34,1846.61,1.0,Spiritual,7.2,4,4
37,2810.03,6.0,Adventure,17.1,3,3
30,5759.1,12.4,Relaxation,29.3,2,3
38,3324.26,4.0,Cultural,10.2,1,1
50,8452.65,13.9,Cultural,36.0,2,0
43,3469.69,6.1,Relaxation,23.3,1,4
43,3966.45,9.9,Adventure,12.0,3,3
37,4682.8,14.8,Spiritual,24.9,4,4
53,3164.45,6.5,Cultural,14.6,1,4
32,4142.4,9.6,Adventure,24.6,3,3
60,3454.09,7.9,Cultural,16.7,1,4
55,10816.03,16.5,Cultural,35.4,2,0
25,697.96,2.9,Adventure,1.0,0,1
28,6279.16,13.8,Adventure,33.6,2,3
51,3323.17,5.4,Cultural,6.9,1,4
50,3099.84,2.2,Cultural,9.6,1,4
27,2182.82,4.7,Cultural,10.6,1,1
60,7246.09,17.9,Cultural,41.4,2,0
33,5921.83,13.7,Adventure,31.4,3,3
23,2494.83,1.3,Spiritual,11.4,4,4
31,7016.92,11.2,Relaxation,33.7,2,0
26,5375.89,13.7,Relaxation,20.0,2,3
19,610.96,4.9,Adventure,2.7,0,1
45,4839.89,7.2,Cultural,19.7,1,3
72,3088.45,23.3,Spiritual,18.1,4,4
47,3069.14,6.3,Cultural,15.2,1,4
20,520.57,13.4,Cultural,4.2,0,1
47,14891.0,38.0,Relaxation,70.0,2,0
74,4679.35,16.4,Relaxation,23.2,1,0
19,3404.77,5.2,Relaxation,17.5,1,4
18,1152.76,2.0,Adventure,1.0,0,1
28,850.34,2.6,Cultural,1.9,0,1
27,964.14,9.5,Adventure,9.4,0,1
52,3395.13,22.7,Spiritual,22.9,4,4
47,2932.46,7.7,Cultural,15.3,1,4
27,1898.12,4.5,Adventure,18.1,3,1
42,1783.24,16.1,Spiritual,9.2,4,4
23,1169.64,7.9,Cultural,6.2,0,1
31,4086.84,7.9,Cultural,16.6,1,3
63,4776.53,14.4,Relaxation,8.7,1,4
61,1092.57,10.6,Spiritual,18.0,4,4
48,10576.87,10.4,Relaxation,40.2,2,0
25,1989.14,3.1,Cultural,6.1,0,1
22,509.35,4.0,Adventure,5.8,0,1
42,4778.47,16.7,Adventure,26.3,3,3
63,1818.73,18.5,Spiritual,11.5,4,4
42,3833.97,7.6,Cultural,17.6,1,3
21,2565.8,3.0,Adventure,11.2,3,1
67,6357.09,18.4,Cultural,24.7,2,0
20,684.38,2.9,Adventure,1.3,0,1
55,2637.73,13.2,Relaxation,7.1,1,4
34,3091.87,4.8,Cultural,15.2,1,1
25,646.22,1.7,Adventure,1.0,0,1
27,539.53,2.1,Cultural,7.2,0,1
43,4490.63,11.6,Adventure,29.3,3,3
48,2667.85,10.4,Relaxation,14.5,1,4
30,7934.92,9.8,Adventure,27.0,3,3
26,3349.82,20.3,Adventure,26.0,3,3
24,4158.08,6.2,Spiritual,14.3,4,4
18,6619.19,4.9,Adventure,29.2,2,3
42,3859.87,9.7,Adventure,22.2,3,3
30,4578.01,7.5,Adventure,26.9,3,3
30,4850.54,9.4,Adventure,27.9,3,3
26,2548.64,5.6,Adventure,13.3,3,1
25,642.97,6.5,Adventure,10.0,0,1
18,1511.54,2.4,Adventure,15.7,0,1
20,1032.23,3.4,Cultural,13.7,0,1
38,5611.86,9.0,Adventure,20.6,3,3
29,2296.2,2.0,Adventure,3.3,3,1
23,3592.26,1.0,Spiritual,10.4,4,4
22,1140.33,2.0,Adventure,5.2,0,1
33,4323.38,11.1,Adventure,17.3,3,3
25,3869.85,8.4,Spiritual,13.8,4,4
29,1907.0,49.0,Adventure,34.6,3,2
25,5089.13,15.0,Adventure,26.2,3,3
27,1304.11,2.0,Cultural,9.0,0,1
39,6009.25,4.9,Relaxation,24.8,2,4
48,7672.41,14.2,Cultural,34.1,2,0
29,6334.75,12.8,Adventure,15.8,2,3
27,840.14,1.8,Cultural,8.2,0,1
54,2305.22,1.0,Spiritual,14.1,4,4
20,323.0,1.0,Adventure,1.0,0,1
40,5834.54,5.2,Relaxation,25.7,2,4
40,3555.5,7.1,Cultural,22.8,1,3
24,2272.19,11.4,Relaxation,5.8,1,4
36,4869.38,11.9,Adventure,12.8,3,3
18,1233.07,4.5,Adventure,10.1,0,1
24,3785.58,7.8,Cultural,13.0,1,1
50,7562.84,17.2,Relaxation,46.5,2,0
31,1336.0,54.0,Relaxation,22.0,0,2
50,4544.54,18.5,Cultural,24.3,1,3
71,3520.62,14.6,Spiritual,9.2,4,4
51,4240.54,6.3,Relaxation,11.5,1,4
27,2114.11,4.0,Adventure,16.2,3,1
61,2588.7,17.9,Spiritual,14.2,4,4
28,709.1,2.9,Adventure,1.0,0,1
34,4600.35,4.1,Adventure,11.5,3,3
34,830.52,17.5,Spiritual,12.3,0,4
65,4808.05,6.6,Cultural,17.8,1,4
22,1167.27,1.5,Adventure,7.7,0,1
35,3209.85,1.4,Spiritual,8.5,4,4
22,503.71,3.2,Adventure,1.4,0,1
31,3678.41,8.1,Adventure,20.3,3,3
24,1165.64,2.0,Cultural,5.4,0,1
52,3067.19,8.8,Cultural,15.5,1,4
25,4708.8,4.9,Adventure,13.5,3,3
30,1566.79,4.3,Adventure,11.3,3,1
71,7696.68,12.8,Relaxation,29.1,2,0
32,5093.52,10.0,Adventure,34.7,3,3
36,2284.82,5.6,Cultural,13.2,1,1
26,4622.67,10.6,Relaxation,16.2,1,4
28,1872.0,77.0,Relaxation,38.7,0,2
42,4447.19,6.4,Relaxation,17.9,1,4
58,6374.38,7.7,Relaxation,21.7,2,4
57,2756.97,10.8,Cultural,20.8,1,4
29,3363.69,11.4,Cultural,27.9,1,3
30,2625.52,10.8,Spiritual,20.0,4,4
47,9230.25,13.3,Cultural,36.0,2,0
46,14900.0,41.0,Relaxation,77.7,2,0
47,4399.82,11.6,Adventure,35.1,3,3
63,2821.17,10.1,Spiritual,12.7,4,4
50,2641.34,6.3,Cultural,15.2,1,4
20,788.92,5.4,Adventure,7.3,0,1
19,300.0,1.4,Spiritual,1.0,0,1
56,7591.18,24.8,Cultural,47.8,2,0
19,2055.68,7.1,Spiritual,23.7,4,4
20,1104.53,7.0,Cultural,4.2,0,1
29,6032.82,16.2,Adventure,30.7,2,3
31,1794.49,2.1,Adventure,7.4,3,1
58,4662.2,5.8,Cultural,11.2,1,4
48,4602.51,11.0,Adventure,25.9,3,3
52,8957.12,3.0,Relaxation,34.8,2,0
31,6631.26,9.8,Adventure,27.5,3,3
31,6233.55,12.5,Adventure,16.6,2,3
40,1400.15,7.5,Cultural,13.3,0,4
31,5908.47,11.1,Adventure,25.4,3,3
29,738.6,3.2,Adventure,1.6,0,1
30,1239.96,3.9,Adventure,1.0,0,1
43,3113.67,6.7,Relaxation,21.0,1,4
31,5910.62,10.5,Adventure,42.5,3,3
56,3323.57,5.9,Relaxation,7.5,1,4
42,7398.83,16.5,Relaxation,28.3,2,0
58,1645.56,1.0,Spiritual,4.6,4,4
37,1936.95,14.4,Relaxation,11.8,0,4
31,5855.63,15.0,Adventure,29.9,3,3
38,3560.56,4.6,Relaxation,12.9,1,4
22,1391.53,1.0,Adventure,1.6,0,1
36,2036.56,25.6,Spiritual,16.9,4,4
25,1588.97,5.4,Spiritual,1.0,4,4
55,1733.24,17.1,Spiritual,19.5,4,4
42,1229.99,6.3,Cultural,3.9,0,1
47,4590.7,8.4,Cultural,16.4,1,4
29,1867.86,1.8,Adventure,1.9,3,1
24,909.8,1.5,Cultural,1.0,0,1
29,5804.82,14.0,Adventure,28.4,3,3
29,781.39,2.0,Adventure,1.1,0,1
31,1853.53,1.0,Adventure,11.9,3,1
22,1480.64,1.2,Adventure,8.3,0,1
43,3602.89,5.9,Relaxation,19.9,1,4
62,3394.83,21.3,Spiritual,16.1,4,4
27,4156.21,7.9,Adventure,10.1,3,3
47,7874.41,18.4,Cultural,44.3,2,0
22,1264.07,11.5,Adventure,13.0,0,1
62,2557.89,14.0,Spiritual,27.2,4,4
34,2992.3,8.4,Adventure,3.5,3,1
68,2616.99,7.9,Spiritual,4.6,4,4
22,1817.43,4.0,Spiritual,8.1,4,4
18,5428.0,8.2,Adventure,18.6,2,3
43,2950.63,3.6,Cultural,11.8,1,4
47,3760.46,7.5,Relaxation,8.3,1,4
33,2797.22,7.4,Cultural,6.3,1,1
49,2142.2,1.2,Spiritual,15.4,4,4
59,9204.29,16.7,Relaxation,39.6,2,0
46,9206.67,17.4,Relaxation,42.2,2,0
18,7081.72,8.0,Adventure,27.8,2,3
25,1678.95,5.3,Cultural,7.5,0,1
23,1831.52,3.0,Spiritual,10.7,4,4
31,6937.34,20.1,Relaxation,40.7,2,0
18,1075.08,2.3,Adventure,15.9,0,1
31,3995.79,8.6,Relaxation,20.3,1,4
31,4274.34,11.4,Adventure,15.5,3,3
42,4462.06,7.1,Relaxation,16.2,1,4
37,2480.9,11.6,Spiritual,13.5,4,4
25,937.66,15.8,Adventure,4.9,0,1
47,7015.25,16.5,Relaxation,36.6,2,0
34,2903.0,66.0,Relaxation,52.1,1,2
25,3165.69,7.4,Adventure,15.5,3,1
34,3382.24,7.8,Cultural,21.7,1,3
23,1569.57,5.0,Cultural,5.3,0,1
18,1501.65,3.2,Adventure,11.5,0,1
21,867.76,12.9,Adventure,4.8,0,1
59,2348.82,21.4,Spiritual,16.4,4,4
26,2992.82,7.7,Spiritual,17.3,4,4
18,8772.0,3.0,Relaxation,29.2,2,3
25,509.75,1.9,Adventure,8.0,0,1
45,6566.7,8.8,Relaxation,23.1,2,4
64,3532.84,10.6,Spiritual,13.7,4,4
53,3752.36,3.7,Spiritual,14.2,4,4
47,4661.69,7.5,Relaxation,21.4,1,4
26,2644.6,7.3,Relaxation,6.7,1,4
20,1110.17,7.6,Adventure,7.9,0,1
24,1249.0,4.7,Cultural,5.9,0,1
31,4894.94,15.8,Adventure,30.4,3,3
62,3578.26,4.1,Cultural,10.0,1,4
57,1293.46,20.4,Spiritual,7.5,4,4
47,2845.85,6.2,Cultural,22.2,1,4
22,3850.49,3.3,Adventure,9.5,3,1
18,389.0,1.0,Adventure,1.0,0,1
68,1334.26,17.4,Spiritual,23.8,4,4
34,6563.51,10.4,Adventure,33.1,2,3
36,3289.8,9.4,Cultural,19.6,1,3
51,2670.35,5.9,Cultural,7.5,1,4
19,1877.01,1.0,Spiritual,7.6,4,4
60,2812.39,11.4,Spiritual,21.9,4,4
31,2545.98,1.3,Cultural,4.7,1,1
22,4024.11,2.5,Adventure,18.6,3,3
37,6793.87,9.4,Cultural,22.0,2,3
22,898.65,4.9,Adventure,4.8,0,1
29,7010.76,10.9,Relaxation,31.8,2,3
62,9876.74,16.8,Cultural,33.7,2,0
54,2112.78,14.5,Spiritual,14.7,4,4
57,3125.2,3.2,Cultural,16.2,1,4
26,6643.84,12.9,Adventure,32.2,2,3
20,5583.54,15.3,Adventure,21.5,2,3
21,521.0,2.0,Adventure,4.7,0,1
47,3951.87,10.2,Cultural,21.0,1,4
44,4922.15,9.4,Adventure,17.1,3,3
19,3313.74,3.5,Spiritual,7.7,4,4
69,3109.14,7.1,Spiritual,14.7,4,4
24,568.6,4.1,Cultural,3.6,0,1
37,5954.28,8.8,Relaxation,19.7,2,4
48,8077.45,15.5,Relaxation,36.0,2,0
19,705.63,1.6,Adventure,1.0,0,1
72,927.0,6.0,Cultural,2.1,0,4
43,6078.47,9.9,Adventure,22.1,3,3
48,3504.98,2.7,Spiritual,9.7,4,4
29,4224.17,9.0,Adventure,17.4,3,3
25,3596.63,2.8,Spiritual,12.9,4,4
29,709.04,7.3,Cultural,12.2,0,1
51,2803.3,11.8,Spiritual,14.2,4,4
24,1176.31,1.1,Adventure,9.1,0,1
56,3109.22,6.5,Cultural,19.7,1,4
40,5207.68,14.6,Adventure,23.6,3,3
54,1633.07,11.8,Spiritual,4.8,4,4
67,7177.21,14.5,Cultural,34.7,2,0
55,8226.89,25.8,Relaxation,39.7,2,0
50,2549.79,7.7,Relaxation,17.9,1,4
55,8821.59,13.7,Relaxation,36.7,2,0
57,2288.63,16.3,Spiritual,24.4,4,4
22,1160.97,7.7,Cultural,2.3,0,1
37,4625.95,9.5,Adventure,27.9,3,3
21,515.5,1.5,Adventure,3.8,0,1
62,9215.1,23.0,Cultural,43.8,2,0
63,4679.57,17.5,Cultural,31.1,1,0
18,1049.67,11.2,Adventure,11.4,0,1
41,7842.0,12.3,Adventure,42.4,2,0
61,2494.66,15.9,Spiritual,12.5,4,4
29,1079.87,6.4,Adventure,2.3,0,1
31,3778.46,9.8,Adventure,14.0,3,3
31,529.89,2.4,Cultural,5.7,0,1
30,2672.97,2.1,Cultural,16.4,1,1
23,6333.96,8.1,Relaxation,24.3,2,3
43,9792.5,13.5,Relaxation,36.3,2,0
62,9207.23,12.0,Relaxation,38.9,2,0
24,6005.62,9.5,Adventure,29.5,2,3
25,1485.27,1.5,Adventure,4.0,0,1
19,1856.87,3.1,Cultural,4.1,0,1
54,7524.56,11.0,Relaxation,26.2,2,0
23,812.51,1.8,Adventure,3.7,0,1
57,6701.78,9.8,Cultural,24.2,2,0
20,1769.55,1.2,Cultural,3.1,0,1
35,5577.81,10.2,Adventure,29.9,3,3
38,5208.71,7.3,Relaxation,17.3,2,4
36,3707.02,6.4,Cultural,24.2,1,3
28,4445.91,1.0,Adventure,10.1,3,1
29,3829.36,10.5,Relaxation,15.9,1,4
43,4112.99,8.9,Relaxation,27.6,1,4
25,611.49,2.3,Adventure,1.0,0,1
18,8541.0,7.0,Relaxation,34.2,2,3
41,7051.4,20.1,Cultural,36.4,2,0
21,1807.76,3.3,Adventure,6.3,0,1
21,1213.73,17.2,Cultural,16.8,0,1
28,963.16,8.6,Adventure,10.9,0,1
51,2054.37,3.0,Relaxation,2.6,1,4
24,921.98,4.4,Adventure,6.6,0,1
46,8418.4,9.2,Relaxation,36.5,2,0
22,845.4,1.5,Adventure,5.4,0,1
45,3469.01,10.8,Cultural,13.4,1,4
23,1340.32,5.9,Adventure,6.5,0,1
24,5207.84,8.1,Adventure,21.0,2,3
30,4665.61,10.0,Adventure,18.3,3,3
27,2701.76,1.4,Cultural,1.0,1,1
25,5556.47,12.3,Adventure,25.0,3,3
33,1522.0,45.0,Cultural,27.9,0,2
24,10429.0,7.0,Adventure,41.4,2,3
18,585.22,5.0,Cultural,1.0,0,1
22,715.4,2.1,Cultural,10.1,0,1
67,8871.12,11.6,Cultural,36.1,2,0
62,8860.18,23.0,Cultural,51.4,2,0
20,1588.53,1.1,Adventure,4.5,0,1
27,7467.9,11.9,Adventure,33.2,2,3
27,6777.48,7.5,Adventure,28.6,3,3
29,3690.74,13.5,Relaxation,16.9,1,4
31,946.58,10.3,Adventure,11.9,0,1
24,3222.25,7.3,Relaxation,16.5,1,4
34,1247.0,57.0,Relaxation,35.0,0,2
28,5979.3,12.7,Adventure,19.8,3,3
39,2975.45,9.7,Relaxation,16.0,1,4
23,3089.66,12.8,Spiritual,15.3,4,4
